bug_type,contract_name,time_sec,report_path
Unhandled-Exceptions,buggy_45.sol,2.176,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_45.sol\buggy_45.sol.report.txt
Unhandled-Exceptions,buggy_46.sol,2.152,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_46.sol\buggy_46.sol.report.txt
Unhandled-Exceptions,buggy_47.sol,2.164,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_47.sol\buggy_47.sol.report.txt
Unhandled-Exceptions,buggy_48.sol,2.155,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_48.sol\buggy_48.sol.report.txt
Unhandled-Exceptions,buggy_49.sol,2.160,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_49.sol\buggy_49.sol.report.txt
Unhandled-Exceptions,buggy_5.sol,2.158,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_5.sol\buggy_5.sol.report.txt
Unhandled-Exceptions,buggy_50.sol,2.165,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_50.sol\buggy_50.sol.report.txt
Unhandled-Exceptions,buggy_6.sol,2.146,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_6.sol\buggy_6.sol.report.txt
Unhandled-Exceptions,buggy_7.sol,2.174,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_7.sol\buggy_7.sol.report.txt
Unhandled-Exceptions,buggy_8.sol,2.167,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_8.sol\buggy_8.sol.report.txt
Unhandled-Exceptions,buggy_9.sol,2.185,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_9.sol\buggy_9.sol.report.txt
tx.origin,BugLog_1.csv,2.148,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_1.csv\BugLog_1.csv.report.txt
tx.origin,BugLog_10.csv,2.139,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_10.csv\BugLog_10.csv.report.txt
tx.origin,BugLog_11.csv,2.153,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_11.csv\BugLog_11.csv.report.txt
tx.origin,BugLog_12.csv,2.156,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_12.csv\BugLog_12.csv.report.txt
tx.origin,BugLog_13.csv,2.151,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_13.csv\BugLog_13.csv.report.txt
tx.origin,BugLog_14.csv,2.160,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_14.csv\BugLog_14.csv.report.txt
tx.origin,BugLog_15.csv,2.166,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_15.csv\BugLog_15.csv.report.txt
tx.origin,BugLog_16.csv,2.157,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_16.csv\BugLog_16.csv.report.txt
tx.origin,BugLog_17.csv,2.178,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_17.csv\BugLog_17.csv.report.txt
tx.origin,BugLog_18.csv,2.173,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_18.csv\BugLog_18.csv.report.txt
tx.origin,BugLog_19.csv,2.153,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_19.csv\BugLog_19.csv.report.txt
tx.origin,BugLog_2.csv,2.131,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_2.csv\BugLog_2.csv.report.txt
tx.origin,BugLog_20.csv,2.138,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_20.csv\BugLog_20.csv.report.txt
tx.origin,BugLog_21.csv,2.149,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_21.csv\BugLog_21.csv.report.txt
tx.origin,BugLog_22.csv,2.155,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_22.csv\BugLog_22.csv.report.txt
tx.origin,BugLog_23.csv,2.137,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_23.csv\BugLog_23.csv.report.txt
tx.origin,BugLog_24.csv,2.167,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_24.csv\BugLog_24.csv.report.txt
tx.origin,BugLog_25.csv,2.152,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_25.csv\BugLog_25.csv.report.txt
tx.origin,BugLog_26.csv,2.143,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_26.csv\BugLog_26.csv.report.txt
tx.origin,BugLog_27.csv,2.176,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_27.csv\BugLog_27.csv.report.txt
tx.origin,BugLog_28.csv,2.174,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_28.csv\BugLog_28.csv.report.txt
tx.origin,BugLog_29.csv,2.150,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_29.csv\BugLog_29.csv.report.txt
tx.origin,BugLog_3.csv,2.161,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_3.csv\BugLog_3.csv.report.txt
tx.origin,BugLog_30.csv,2.160,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_30.csv\BugLog_30.csv.report.txt
tx.origin,BugLog_31.csv,2.155,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_31.csv\BugLog_31.csv.report.txt
tx.origin,BugLog_32.csv,2.158,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_32.csv\BugLog_32.csv.report.txt
tx.origin,BugLog_33.csv,2.154,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_33.csv\BugLog_33.csv.report.txt
tx.origin,BugLog_34.csv,2.170,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_34.csv\BugLog_34.csv.report.txt
tx.origin,BugLog_35.csv,2.160,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_35.csv\BugLog_35.csv.report.txt
tx.origin,BugLog_36.csv,2.146,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_36.csv\BugLog_36.csv.report.txt
tx.origin,BugLog_37.csv,2.121,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_37.csv\BugLog_37.csv.report.txt
tx.origin,BugLog_38.csv,2.165,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_38.csv\BugLog_38.csv.report.txt
tx.origin,BugLog_39.csv,2.168,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_39.csv\BugLog_39.csv.report.txt
tx.origin,BugLog_4.csv,2.153,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_4.csv\BugLog_4.csv.report.txt
tx.origin,BugLog_40.csv,2.173,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_40.csv\BugLog_40.csv.report.txt
tx.origin,BugLog_41.csv,2.146,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_41.csv\BugLog_41.csv.report.txt
tx.origin,BugLog_42.csv,2.145,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_42.csv\BugLog_42.csv.report.txt
tx.origin,BugLog_43.csv,2.125,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_43.csv\BugLog_43.csv.report.txt
tx.origin,BugLog_44.csv,2.167,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_44.csv\BugLog_44.csv.report.txt
tx.origin,BugLog_45.csv,2.133,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_45.csv\BugLog_45.csv.report.txt
tx.origin,BugLog_46.csv,2.169,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_46.csv\BugLog_46.csv.report.txt
tx.origin,BugLog_47.csv,2.138,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_47.csv\BugLog_47.csv.report.txt
tx.origin,BugLog_48.csv,2.159,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_48.csv\BugLog_48.csv.report.txt
tx.origin,BugLog_49.csv,2.158,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_49.csv\BugLog_49.csv.report.txt
tx.origin,BugLog_5.csv,2.155,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_5.csv\BugLog_5.csv.report.txt
tx.origin,BugLog_50.csv,2.153,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_50.csv\BugLog_50.csv.report.txt
tx.origin,BugLog_6.csv,2.144,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_6.csv\BugLog_6.csv.report.txt
tx.origin,BugLog_7.csv,2.148,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_7.csv\BugLog_7.csv.report.txt
tx.origin,BugLog_8.csv,2.153,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_8.csv\BugLog_8.csv.report.txt
tx.origin,BugLog_9.csv,2.142,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\BugLog_9.csv\BugLog_9.csv.report.txt
tx.origin,buggy_1.sol,2.127,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_1.sol\buggy_1.sol.report.txt
tx.origin,buggy_10.sol,2.153,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_10.sol\buggy_10.sol.report.txt
tx.origin,buggy_11.sol,2.142,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_11.sol\buggy_11.sol.report.txt
tx.origin,buggy_12.sol,2.158,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_12.sol\buggy_12.sol.report.txt
tx.origin,buggy_13.sol,2.166,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_13.sol\buggy_13.sol.report.txt
tx.origin,buggy_14.sol,2.194,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_14.sol\buggy_14.sol.report.txt
tx.origin,buggy_15.sol,2.116,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_15.sol\buggy_15.sol.report.txt
tx.origin,buggy_16.sol,2.135,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_16.sol\buggy_16.sol.report.txt
tx.origin,buggy_17.sol,2.117,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_17.sol\buggy_17.sol.report.txt
tx.origin,buggy_18.sol,2.116,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_18.sol\buggy_18.sol.report.txt
tx.origin,buggy_19.sol,2.121,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_19.sol\buggy_19.sol.report.txt
tx.origin,buggy_2.sol,2.150,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_2.sol\buggy_2.sol.report.txt
tx.origin,buggy_20.sol,2.115,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_20.sol\buggy_20.sol.report.txt
tx.origin,buggy_21.sol,2.134,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_21.sol\buggy_21.sol.report.txt
tx.origin,buggy_22.sol,2.148,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_22.sol\buggy_22.sol.report.txt
tx.origin,buggy_23.sol,2.114,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_23.sol\buggy_23.sol.report.txt
tx.origin,buggy_24.sol,2.124,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_24.sol\buggy_24.sol.report.txt
tx.origin,buggy_25.sol,2.115,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_25.sol\buggy_25.sol.report.txt
tx.origin,buggy_26.sol,2.125,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_26.sol\buggy_26.sol.report.txt
tx.origin,buggy_27.sol,2.119,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_27.sol\buggy_27.sol.report.txt
tx.origin,buggy_28.sol,2.119,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_28.sol\buggy_28.sol.report.txt
tx.origin,buggy_29.sol,2.143,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_29.sol\buggy_29.sol.report.txt
tx.origin,buggy_3.sol,2.111,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_3.sol\buggy_3.sol.report.txt
tx.origin,buggy_30.sol,2.134,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_30.sol\buggy_30.sol.report.txt
tx.origin,buggy_31.sol,2.111,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_31.sol\buggy_31.sol.report.txt
tx.origin,buggy_32.sol,2.125,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_32.sol\buggy_32.sol.report.txt
tx.origin,buggy_33.sol,2.116,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_33.sol\buggy_33.sol.report.txt
tx.origin,buggy_34.sol,2.134,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_34.sol\buggy_34.sol.report.txt
tx.origin,buggy_35.sol,2.128,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_35.sol\buggy_35.sol.report.txt
tx.origin,buggy_36.sol,2.134,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_36.sol\buggy_36.sol.report.txt
tx.origin,buggy_37.sol,2.132,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_37.sol\buggy_37.sol.report.txt
tx.origin,buggy_38.sol,2.114,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_38.sol\buggy_38.sol.report.txt
tx.origin,buggy_39.sol,2.139,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_39.sol\buggy_39.sol.report.txt
tx.origin,buggy_4.sol,2.117,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_4.sol\buggy_4.sol.report.txt
tx.origin,buggy_40.sol,2.119,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_40.sol\buggy_40.sol.report.txt
tx.origin,buggy_41.sol,2.143,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_41.sol\buggy_41.sol.report.txt
tx.origin,buggy_42.sol,2.142,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_42.sol\buggy_42.sol.report.txt
tx.origin,buggy_43.sol,2.112,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_43.sol\buggy_43.sol.report.txt
tx.origin,buggy_44.sol,2.098,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_44.sol\buggy_44.sol.report.txt
tx.origin,buggy_45.sol,2.120,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_45.sol\buggy_45.sol.report.txt
tx.origin,buggy_46.sol,2.145,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_46.sol\buggy_46.sol.report.txt
tx.origin,buggy_47.sol,2.138,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_47.sol\buggy_47.sol.report.txt
tx.origin,buggy_48.sol,2.120,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_48.sol\buggy_48.sol.report.txt
tx.origin,buggy_49.sol,2.122,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_49.sol\buggy_49.sol.report.txt
tx.origin,buggy_5.sol,2.137,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_5.sol\buggy_5.sol.report.txt
tx.origin,buggy_50.sol,2.119,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_50.sol\buggy_50.sol.report.txt
tx.origin,buggy_6.sol,2.123,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_6.sol\buggy_6.sol.report.txt
tx.origin,buggy_7.sol,2.122,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_7.sol\buggy_7.sol.report.txt
tx.origin,buggy_8.sol,2.131,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_8.sol\buggy_8.sol.report.txt
tx.origin,buggy_9.sol,2.107,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\tx.origin\buggy_9.sol\buggy_9.sol.report.txt
