bug_type,contract_name,time_sec,report_path
Unchecked-Send,BugLog_5.csv,2.122,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\BugLog_5.csv\BugLog_5.csv.report.txt
Unchecked-Send,BugLog_50.csv,2.119,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\BugLog_50.csv\BugLog_50.csv.report.txt
Unchecked-Send,BugLog_6.csv,2.124,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\BugLog_6.csv\BugLog_6.csv.report.txt
Unchecked-Send,BugLog_7.csv,2.129,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\BugLog_7.csv\BugLog_7.csv.report.txt
Unchecked-Send,BugLog_8.csv,2.120,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\BugLog_8.csv\BugLog_8.csv.report.txt
Unchecked-Send,BugLog_9.csv,2.123,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\BugLog_9.csv\BugLog_9.csv.report.txt
Unchecked-Send,buggy_1.sol,2.136,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_1.sol\buggy_1.sol.report.txt
Unchecked-Send,buggy_10.sol,2.137,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_10.sol\buggy_10.sol.report.txt
Unchecked-Send,buggy_11.sol,2.141,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_11.sol\buggy_11.sol.report.txt
Unchecked-Send,buggy_12.sol,2.128,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_12.sol\buggy_12.sol.report.txt
Unchecked-Send,buggy_13.sol,2.139,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_13.sol\buggy_13.sol.report.txt
Unchecked-Send,buggy_14.sol,2.139,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_14.sol\buggy_14.sol.report.txt
Unchecked-Send,buggy_15.sol,2.102,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_15.sol\buggy_15.sol.report.txt
Unchecked-Send,buggy_16.sol,2.135,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_16.sol\buggy_16.sol.report.txt
Unchecked-Send,buggy_17.sol,2.126,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_17.sol\buggy_17.sol.report.txt
Unchecked-Send,buggy_18.sol,2.126,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_18.sol\buggy_18.sol.report.txt
Unchecked-Send,buggy_19.sol,2.119,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_19.sol\buggy_19.sol.report.txt
Unchecked-Send,buggy_2.sol,2.134,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_2.sol\buggy_2.sol.report.txt
Unchecked-Send,buggy_20.sol,2.114,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_20.sol\buggy_20.sol.report.txt
Unchecked-Send,buggy_21.sol,2.133,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_21.sol\buggy_21.sol.report.txt
Unchecked-Send,buggy_22.sol,2.141,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_22.sol\buggy_22.sol.report.txt
Unchecked-Send,buggy_23.sol,2.126,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_23.sol\buggy_23.sol.report.txt
Unchecked-Send,buggy_24.sol,2.115,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_24.sol\buggy_24.sol.report.txt
Unchecked-Send,buggy_25.sol,2.113,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_25.sol\buggy_25.sol.report.txt
Unchecked-Send,buggy_26.sol,2.136,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_26.sol\buggy_26.sol.report.txt
Unchecked-Send,buggy_27.sol,2.126,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_27.sol\buggy_27.sol.report.txt
Unchecked-Send,buggy_28.sol,2.129,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_28.sol\buggy_28.sol.report.txt
Unchecked-Send,buggy_29.sol,2.115,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_29.sol\buggy_29.sol.report.txt
Unchecked-Send,buggy_3.sol,2.110,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_3.sol\buggy_3.sol.report.txt
Unchecked-Send,buggy_30.sol,2.120,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_30.sol\buggy_30.sol.report.txt
Unchecked-Send,buggy_31.sol,2.111,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_31.sol\buggy_31.sol.report.txt
Unchecked-Send,buggy_32.sol,2.122,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_32.sol\buggy_32.sol.report.txt
Unchecked-Send,buggy_33.sol,2.110,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_33.sol\buggy_33.sol.report.txt
Unchecked-Send,buggy_34.sol,2.131,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_34.sol\buggy_34.sol.report.txt
Unchecked-Send,buggy_35.sol,2.104,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_35.sol\buggy_35.sol.report.txt
Unchecked-Send,buggy_36.sol,2.122,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_36.sol\buggy_36.sol.report.txt
Unchecked-Send,buggy_37.sol,2.116,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_37.sol\buggy_37.sol.report.txt
Unchecked-Send,buggy_38.sol,2.153,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_38.sol\buggy_38.sol.report.txt
Unchecked-Send,buggy_39.sol,2.113,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_39.sol\buggy_39.sol.report.txt
Unchecked-Send,buggy_4.sol,2.154,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_4.sol\buggy_4.sol.report.txt
Unchecked-Send,buggy_40.sol,2.132,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_40.sol\buggy_40.sol.report.txt
Unchecked-Send,buggy_41.sol,2.118,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_41.sol\buggy_41.sol.report.txt
Unchecked-Send,buggy_42.sol,2.143,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_42.sol\buggy_42.sol.report.txt
Unchecked-Send,buggy_43.sol,2.150,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_43.sol\buggy_43.sol.report.txt
Unchecked-Send,buggy_44.sol,2.098,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_44.sol\buggy_44.sol.report.txt
Unchecked-Send,buggy_45.sol,2.125,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_45.sol\buggy_45.sol.report.txt
Unchecked-Send,buggy_46.sol,2.132,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_46.sol\buggy_46.sol.report.txt
Unchecked-Send,buggy_47.sol,2.128,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_47.sol\buggy_47.sol.report.txt
Unchecked-Send,buggy_48.sol,2.150,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_48.sol\buggy_48.sol.report.txt
Unchecked-Send,buggy_49.sol,2.141,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_49.sol\buggy_49.sol.report.txt
Unchecked-Send,buggy_5.sol,2.158,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_5.sol\buggy_5.sol.report.txt
Unchecked-Send,buggy_50.sol,2.135,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_50.sol\buggy_50.sol.report.txt
Unchecked-Send,buggy_6.sol,2.151,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_6.sol\buggy_6.sol.report.txt
Unchecked-Send,buggy_7.sol,2.148,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_7.sol\buggy_7.sol.report.txt
Unchecked-Send,buggy_8.sol,2.146,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_8.sol\buggy_8.sol.report.txt
Unchecked-Send,buggy_9.sol,2.146,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unchecked-Send\buggy_9.sol\buggy_9.sol.report.txt
Unhandled-Exceptions,BugLog_1.csv,2.136,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_1.csv\BugLog_1.csv.report.txt
Unhandled-Exceptions,BugLog_10.csv,2.112,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_10.csv\BugLog_10.csv.report.txt
Unhandled-Exceptions,BugLog_11.csv,2.135,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_11.csv\BugLog_11.csv.report.txt
Unhandled-Exceptions,BugLog_12.csv,2.127,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_12.csv\BugLog_12.csv.report.txt
Unhandled-Exceptions,BugLog_13.csv,2.136,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_13.csv\BugLog_13.csv.report.txt
Unhandled-Exceptions,BugLog_14.csv,2.132,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_14.csv\BugLog_14.csv.report.txt
Unhandled-Exceptions,BugLog_15.csv,2.135,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_15.csv\BugLog_15.csv.report.txt
Unhandled-Exceptions,BugLog_16.csv,2.146,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_16.csv\BugLog_16.csv.report.txt
Unhandled-Exceptions,BugLog_17.csv,2.136,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_17.csv\BugLog_17.csv.report.txt
Unhandled-Exceptions,BugLog_18.csv,2.138,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_18.csv\BugLog_18.csv.report.txt
Unhandled-Exceptions,BugLog_19.csv,2.136,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_19.csv\BugLog_19.csv.report.txt
Unhandled-Exceptions,BugLog_2.csv,2.151,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_2.csv\BugLog_2.csv.report.txt
Unhandled-Exceptions,BugLog_20.csv,2.106,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_20.csv\BugLog_20.csv.report.txt
Unhandled-Exceptions,BugLog_21.csv,2.109,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_21.csv\BugLog_21.csv.report.txt
Unhandled-Exceptions,BugLog_22.csv,2.115,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_22.csv\BugLog_22.csv.report.txt
Unhandled-Exceptions,BugLog_23.csv,2.105,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_23.csv\BugLog_23.csv.report.txt
Unhandled-Exceptions,BugLog_24.csv,2.131,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_24.csv\BugLog_24.csv.report.txt
Unhandled-Exceptions,BugLog_25.csv,2.121,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_25.csv\BugLog_25.csv.report.txt
Unhandled-Exceptions,BugLog_26.csv,2.130,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_26.csv\BugLog_26.csv.report.txt
Unhandled-Exceptions,BugLog_27.csv,2.148,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_27.csv\BugLog_27.csv.report.txt
Unhandled-Exceptions,BugLog_28.csv,2.125,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_28.csv\BugLog_28.csv.report.txt
Unhandled-Exceptions,BugLog_29.csv,2.137,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_29.csv\BugLog_29.csv.report.txt
Unhandled-Exceptions,BugLog_3.csv,2.122,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_3.csv\BugLog_3.csv.report.txt
Unhandled-Exceptions,BugLog_30.csv,2.106,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_30.csv\BugLog_30.csv.report.txt
Unhandled-Exceptions,BugLog_31.csv,2.149,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_31.csv\BugLog_31.csv.report.txt
Unhandled-Exceptions,BugLog_32.csv,2.152,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_32.csv\BugLog_32.csv.report.txt
Unhandled-Exceptions,BugLog_33.csv,2.177,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_33.csv\BugLog_33.csv.report.txt
Unhandled-Exceptions,BugLog_34.csv,2.147,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_34.csv\BugLog_34.csv.report.txt
Unhandled-Exceptions,BugLog_35.csv,2.120,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_35.csv\BugLog_35.csv.report.txt
Unhandled-Exceptions,BugLog_36.csv,2.122,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_36.csv\BugLog_36.csv.report.txt
Unhandled-Exceptions,BugLog_37.csv,2.134,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_37.csv\BugLog_37.csv.report.txt
Unhandled-Exceptions,BugLog_38.csv,2.110,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_38.csv\BugLog_38.csv.report.txt
Unhandled-Exceptions,BugLog_39.csv,2.122,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_39.csv\BugLog_39.csv.report.txt
Unhandled-Exceptions,BugLog_4.csv,2.139,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_4.csv\BugLog_4.csv.report.txt
Unhandled-Exceptions,BugLog_40.csv,2.117,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_40.csv\BugLog_40.csv.report.txt
Unhandled-Exceptions,BugLog_41.csv,2.111,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_41.csv\BugLog_41.csv.report.txt
Unhandled-Exceptions,BugLog_42.csv,2.131,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_42.csv\BugLog_42.csv.report.txt
Unhandled-Exceptions,BugLog_43.csv,2.155,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_43.csv\BugLog_43.csv.report.txt
Unhandled-Exceptions,BugLog_44.csv,2.135,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_44.csv\BugLog_44.csv.report.txt
Unhandled-Exceptions,BugLog_45.csv,2.127,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_45.csv\BugLog_45.csv.report.txt
Unhandled-Exceptions,BugLog_46.csv,2.147,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_46.csv\BugLog_46.csv.report.txt
Unhandled-Exceptions,BugLog_47.csv,2.162,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_47.csv\BugLog_47.csv.report.txt
Unhandled-Exceptions,BugLog_48.csv,2.168,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_48.csv\BugLog_48.csv.report.txt
Unhandled-Exceptions,BugLog_49.csv,2.146,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_49.csv\BugLog_49.csv.report.txt
Unhandled-Exceptions,BugLog_5.csv,2.142,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_5.csv\BugLog_5.csv.report.txt
Unhandled-Exceptions,BugLog_50.csv,2.149,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_50.csv\BugLog_50.csv.report.txt
Unhandled-Exceptions,BugLog_6.csv,2.143,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_6.csv\BugLog_6.csv.report.txt
Unhandled-Exceptions,BugLog_7.csv,2.151,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_7.csv\BugLog_7.csv.report.txt
Unhandled-Exceptions,BugLog_8.csv,2.145,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_8.csv\BugLog_8.csv.report.txt
Unhandled-Exceptions,BugLog_9.csv,2.131,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\BugLog_9.csv\BugLog_9.csv.report.txt
Unhandled-Exceptions,buggy_1.sol,2.138,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_1.sol\buggy_1.sol.report.txt
Unhandled-Exceptions,buggy_10.sol,2.152,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_10.sol\buggy_10.sol.report.txt
Unhandled-Exceptions,buggy_11.sol,2.143,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_11.sol\buggy_11.sol.report.txt
Unhandled-Exceptions,buggy_12.sol,2.141,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_12.sol\buggy_12.sol.report.txt
Unhandled-Exceptions,buggy_13.sol,2.116,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_13.sol\buggy_13.sol.report.txt
Unhandled-Exceptions,buggy_14.sol,2.141,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_14.sol\buggy_14.sol.report.txt
Unhandled-Exceptions,buggy_15.sol,2.145,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_15.sol\buggy_15.sol.report.txt
Unhandled-Exceptions,buggy_16.sol,2.121,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_16.sol\buggy_16.sol.report.txt
Unhandled-Exceptions,buggy_17.sol,2.130,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_17.sol\buggy_17.sol.report.txt
Unhandled-Exceptions,buggy_18.sol,2.128,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_18.sol\buggy_18.sol.report.txt
Unhandled-Exceptions,buggy_19.sol,2.154,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_19.sol\buggy_19.sol.report.txt
Unhandled-Exceptions,buggy_2.sol,2.127,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_2.sol\buggy_2.sol.report.txt
Unhandled-Exceptions,buggy_20.sol,2.118,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_20.sol\buggy_20.sol.report.txt
Unhandled-Exceptions,buggy_21.sol,2.128,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_21.sol\buggy_21.sol.report.txt
Unhandled-Exceptions,buggy_22.sol,2.138,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_22.sol\buggy_22.sol.report.txt
Unhandled-Exceptions,buggy_23.sol,2.108,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_23.sol\buggy_23.sol.report.txt
Unhandled-Exceptions,buggy_24.sol,2.114,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_24.sol\buggy_24.sol.report.txt
Unhandled-Exceptions,buggy_25.sol,2.102,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_25.sol\buggy_25.sol.report.txt
Unhandled-Exceptions,buggy_26.sol,2.115,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_26.sol\buggy_26.sol.report.txt
Unhandled-Exceptions,buggy_27.sol,2.155,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_27.sol\buggy_27.sol.report.txt
Unhandled-Exceptions,buggy_28.sol,2.116,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_28.sol\buggy_28.sol.report.txt
Unhandled-Exceptions,buggy_29.sol,2.126,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_29.sol\buggy_29.sol.report.txt
Unhandled-Exceptions,buggy_3.sol,2.126,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_3.sol\buggy_3.sol.report.txt
Unhandled-Exceptions,buggy_30.sol,2.136,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_30.sol\buggy_30.sol.report.txt
Unhandled-Exceptions,buggy_31.sol,2.106,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_31.sol\buggy_31.sol.report.txt
Unhandled-Exceptions,buggy_32.sol,2.114,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_32.sol\buggy_32.sol.report.txt
Unhandled-Exceptions,buggy_33.sol,2.133,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_33.sol\buggy_33.sol.report.txt
Unhandled-Exceptions,buggy_34.sol,2.121,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_34.sol\buggy_34.sol.report.txt
Unhandled-Exceptions,buggy_35.sol,2.129,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_35.sol\buggy_35.sol.report.txt
Unhandled-Exceptions,buggy_36.sol,2.138,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_36.sol\buggy_36.sol.report.txt
Unhandled-Exceptions,buggy_37.sol,2.154,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_37.sol\buggy_37.sol.report.txt
Unhandled-Exceptions,buggy_38.sol,2.156,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_38.sol\buggy_38.sol.report.txt
Unhandled-Exceptions,buggy_39.sol,2.153,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_39.sol\buggy_39.sol.report.txt
Unhandled-Exceptions,buggy_4.sol,2.150,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_4.sol\buggy_4.sol.report.txt
Unhandled-Exceptions,buggy_40.sol,2.178,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_40.sol\buggy_40.sol.report.txt
Unhandled-Exceptions,buggy_41.sol,2.137,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_41.sol\buggy_41.sol.report.txt
Unhandled-Exceptions,buggy_42.sol,2.143,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_42.sol\buggy_42.sol.report.txt
Unhandled-Exceptions,buggy_43.sol,2.153,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_43.sol\buggy_43.sol.report.txt
Unhandled-Exceptions,buggy_44.sol,2.179,D:\Doof_Ans\NT547\results\MyWebTool\analyzed_buggy_contracts\Unhandled-Exceptions\buggy_44.sol\buggy_44.sol.report.txt
